,job_title,company_name,location,salary,description
228,Product - AI Research,OLA Electric,Bangalore,"₹ 20,000 /month","Selected intern's day-to-day responsibilities include:  1. Conduct in-depth research and evaluation of model capabilities regularly. Identify and address any potential issues to enhance the performance of the model 2. Explore AI technologies with a focus on chatbots and language models (LLM) 3. Collaborate with the product team to contribute to the enhancement of model functionalities 4. Utilize knowledge of regional languages in India for enhanced research and development 5. Assist in documentation tasks related to AI models, ensuring comprehensive and clear records 6. Collaborate with cross-functional teams to gather requirements  Requirements:  1. Enthusiasm and curiosity for artificial intelligence, particularly in the areas of chatbots and language models 2. Strong research and analytical skills to evaluate and understand various AI model capabilities 3. Good communication skills and the capability to collaborate effectively with a dynamic team 4. Detail-oriented with a focus on maintaining accurate and organized documentation 5. Knowledge of one or two regional languages other than Hindi for language model research (Good to have) 6. Ability to work from our Bangalore office for the entire internship durationOnly those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 11th Jan'24 and 15th Feb'243. are available for duration of 2 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.3WebsiteKrutrim, a part of the Ola group, is working on creating the AI computing stack of the future. We endeavour to deliver a state-of-the-art AI computing stack that encompasses the AI computing infrastructure, AI Cloud, foundational models, and AI-powered end applications for the Indian market.  Our envisioned AI computing stack can empower consumers, startups, enterprises and scientists across India and the world to build their end AI applications or AI models. While we are building foundational models across text, voice, and vision relevant to our focus markets, we are also developing AI training and inference platforms that enable AI research and development across industry domains.  The platforms being built by Krutrim have the potential to impact millions of lives in India, across income and education strata, and across languages. Check out our work here: https://olakrutrim.com/"
229,Front End Development,Express Rupya,Work From Home,"₹ 2,000 /month","Join Express Rupya as a Front End Development intern and embark on an exciting journey to hone your coding skills! We are looking for a passionate and creative individual to collaborate with our talented team. As an intern, you will gain hands-on experience in web development and contribute to our innovative projects.  Key Responsibilities: 1. Assist in creating and maintaining user-friendly and visually appealing websites using HTML, CSS, and JavaScript. 2. Collaborate with the design team to ensure seamless integration of UI/UX elements. 3. Optimize website performance by enhancing page loading speed and responsiveness. 4. Conduct thorough testing and debugging to ensure high-quality front-end development. 5. Stay updated with current industry trends and technologies to suggest improvements. 6. Participate actively in team meetings and contribute innovative ideas to enhance our digital presence. 7. Support the development team with documentation and efficient project management. 8. Knowledge of Figma is a plus  If you have a strong foundation in front-end development and are eager to learn and grow, this internship opportunity is perfect for you. Join us at Express Rupya and be part of our mission to revolutionize the digital finance industry!Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 11th Jan'24 and 15th Feb'243. are available for duration of 3 months4. have relevant skills and interests1We arrange funds for corporates through banks, NBFCs, and private equity firms. We are based out of Mumbai and Indore, and cater to clients across the country."
230,Website Management,Able Ventures,Work From Home,"₹ 5,000 /month","Selected intern's day-to-day responsibilities include:  1. Manage the day-to-day operations of the website, ensuring content accuracy, functionality, and responsiveness 2. Swiftly address and resolve technical issues to maintain optimal site performance 3. Create engaging and SEO-friendly content for various website sections, including blog posts, articles, and multimedia content 4. Collaborate with team members to align content creation efforts 5. Propose innovative ideas for improving the website's user interface and user experience 6. Collaborate with agencies to implement UI/UX improvements during the website redesign process 7. Utilize web development languages (HTML, CSS, JavaScript) for implementing changes and updates on the website 8. Demonstrate proficiency in content management systems (CMS) and adapt quickly to new technologies 9. Manage tasks efficiently, meet deadlines, and ensure timely delivery of website updates and content creation 10. Communicate effectively with the agency and internal team members 11. Actively participate in brainstorming sessions, providing constructive feedback to improve overall website performance 12. Demonstrate strong problem-solving skills, identifying and resolving issues related to website functionality and content 13. Integrate social media elements into the website to enhance overall online presence and user engagementOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 11th Jan'24 and 15th Feb'243. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.1LinkedIn pageAble Ventures stands as a frontrunner in the realm of learning and development solutions. With nearly 13 years of expertise, we have been at the forefront of delivering innovative solutions in behavioral training, assessments, coaching, e-learning, and organizational development consulting. Our extensive range of services has been trusted and utilized by over 250 companies spanning diverse sectors."
231,Web Development,"Koolio Inc. (California City, United States)",Work From Home,"₹ 14,000-17,000 /month","Selected intern's day-to-day responsibilities include:  1. Collaborate with teams to implement new features, improvements, and fixes needed to handle our current and future scale 2. Build high performance web applications with modular code 3. Work with audio/video processing libraries for JavaScript 4. Integrate RESTful APIs with AWS cloud services 5. Use Git CLI for collaboration 6. Attend daily morning and afternoon standup meetings regularly to share progress and updatesOnly those candidates can apply who:1. are available for the work from home job/internship2. can work from 9:30 am - 5:30 pm Indian Standard Time (as the company is based outside of India & their local work timings are 9:30 am - 5:30 pm India Standard Time)3. can start the work from home job/internship between 11th Jan'24 and 15th Feb'244. are available for duration of 3 months5. have relevant skills and interests* Women wanting to start/restart their career can also apply.2Websitekoolio.ai lets you take a concept to a completed podcast in a matter of minutes. We help you edit podcasts and make quality content painlessly. Whether it's transcribing audio, collaborating with others, auto-selecting sound effects or music based on context to enhance your podcast, or performing audio operations and manipulations easily, koolio.ai provides a simple, web-based, easy to use and intuitive interface for you to focus on your creativity."
232,Artificial Intelligence (AI),Alcor Fund Private Limited,Pune,"₹ 10,000 /month","Selected intern's day-to-day responsibilities include:  1. Source data from Zoominfo, perform real-time analysis and load the data 2. Get Zoominfo certified within 8 hours, log into the system, check for intent data, and download suitable data using the right parameters 3. Call leads, secure appointments by addressing FAQs and objections 4. Send emails and follow-ups for sales conversion 5. Write professional emails and newsletters in a sales bucket funnel model 6. Develop skills and knowledge to grow into a Business Development Executive 7. Spend 5 hours per day on calling data, followed by sending emails and messages on WhatsApp and SMS phones 8. Set up all meetings on calendars and confirm details before the meetings 9. Act as a bridge between the client and the management, providing all necessary details and follow-up  Skills:  1. Demonstrate fluency in English with a strong command of the language 2. Be open to working night shifts and any allocated shift 3. Possess persuasion, problem-solving, and critical-thinking skills 4. Exhibit rapport-building skills 5. Have effective communication skills 6. Showcase expertise in Data Science and AI 7. Display proficiency in MS Office, Digital Telesales systems, PowerPoint, Excel, and Word 8. Hold a strong foundation in mathematics, statistics, computer science, engineering, or related fields (recommended) 9. Possess a Master's degree in Data Science, Machine Learning, Artificial Intelligence, Computer Science, Statistics, or relevant certification along with graduation  Note: Candidates having outstanding performance will be absorbed into the organization.Only those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 11th Jan'24 and 15th Feb'243. are available for duration of 3 months4. have relevant skills and interests3WebsiteA Global Investment Bank with operations in Asia, the Middle East, Europe, Africa, and the Americas. Our Harvard-educated management team with its global relationships of 1000+ funds (PE, Debt) and in-depth know-how on cross-border mergers and acquisitions uses a cube-i model of corporate governance to ensure the globalization of services by localization. Our strengths lie in combining our strategic growth understanding with our market expertise and applying these with an absolute commitment to your growth and success. Our core business growth imperatives are to work with clients to maximize the pace and alignment required to grow your business and to reduce the related risk. ALCOR has more than 100 working years in the industry. At ALCOR, we recognize the importance of good corporate governance."
233,Web Development,Express Rupya,Mumbai,"₹ 2,000 /month","Are you a tech-savvy individual with a passion for web development? Join Express Rupya, a leading fintech company, as a Web Development intern and take your skills to the next level! We are seeking a talented individual who excels in Bootstrap, MySQL, jQuery, HTML, CSS, and JavaScript.  As a Web Development intern, your responsibilities will include:  1. Collaborating with our experienced development team to design and build user-friendly and visually appealing websites using Bootstrap, HTML, CSS, and JavaScript. 2. Assisting in the creation and maintenance of databases using MySQL to ensure efficient data management. 3. Developing interactive and dynamic web applications using jQuery, enhancing user experience and functionality. 4. Conducting thorough testing and debugging of websites and web applications to ensure optimal performance across various browsers and devices. 5. Implementing responsive designs and optimizing websites for mobile devices, ensuring seamless user experiences on all platforms. 6. Assisting in the optimization and improvement of website performance and loading speeds. 7. Staying up-to-date with industry trends and best practices in web development, consistently expanding your skillset and sharing knowledge with the team.  If you are enthusiastic, detail-oriented, and ready to learn, this internship is the perfect opportunity to gain hands-on experience in a fast-paced and innovative environment. Join us at Express Rupya and leave an impactful mark on our digital presence!Only those candidates can apply who:1. are available for the part time job/internship2. can start the part time job/internship between 11th Jan'24 and 15th Feb'243. are available for duration of 3 months4.  are from or open to relocate to Mumbai and neighboring cities5. have relevant skills and interests1We arrange funds for corporates through banks, NBFCs, and private equity firms. We are based out of Mumbai and Indore, and cater to clients across the country."
234,Web Development,Hex Wireless Private Limited,Work From Home,"₹ 12,000 /month","Selected intern's day-to-day responsibilities include:  1. Create engaging and optimized website content to drive traffic and improve search engine rankings 2. Collaborate with the graphic design team to create visually appealing and impactful website visuals 3. Develop and execute content strategies to enhance brand awareness and attract target audiences 4. Conduct thorough research on industry trends, competitors, and target audience preferences to inform content development 5. Adapt content to different platforms and mediums to ensure consistent brand messaging and maximize reach 6. Communicate effectively with team members to ensure all content meets quality standards and aligns with brand guidelines 7. Utilize creativity and storytelling techniques to craft compelling and memorable content.Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 11th Jan'24 and 15th Feb'243. are available for duration of 6 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.5WebsiteAs a provider of technology solutions, we work to ensure the complete satisfaction of our clients in terms of transforming their vision into software solutions that are scalable and flexible. Key to all that we do, from full-scale software implementation to product development, is to put our client's interest front and center!"
235,Reactjs Development,Pragament Tech Solutions Private Limited,Hyderabad,"₹ 10,000 /month +  Incentives","Pragament Tech Solutions Pvt. Ltd. is seeking a talented and passionate ReactJs development intern, proficient in React Native, to join our dynamic team. As an intern, you will have the opportunity to work on cutting-edge projects that will shape the future of our company. We offer a supportive and collaborative work environment, where your ideas and contributions will be valued and recognized.  Selected intern's day-to-day responsibilities include:  1. Assist in the development and maintenance of ReactJs applications, ensuring high performance and responsiveness 2. Collaborate with the team to design, develop, and implement new features and functionalities 3. Write clean and maintainable code that follows industry best practices and code standards 4. Conduct thorough testing and debugging to identify and fix any issues or bugs 5. Stay updated with the latest trends and advancements in ReactJs and React Native development 6. Assist in the optimization of applications for maximum speed and scalability 7. Document code, processes, and procedures to ensure efficient knowledge sharing within the team  If you are a self-driven and motivated individual, eager to enhance your skills and gain practical experience in ReactJs and React Native development, this is the perfect opportunity for you. Join us at Pragament Tech Solutions Pvt. Ltd. and be a part of our exciting journey towards innovation and growth. Apply now!Only those candidates can apply who:1. are available for the part time job/internship2. can start the part time job/internship between 11th Jan'24 and 15th Feb'243. are available for duration of 6 months4.  are from or open to relocate to Hyderabad and neighboring cities5. have relevant skills and interestsStipend structure: This is a performance-based internship. In addition to the minimum-assured stipend, you will also be paid a performance-linked incentive (₹ 500 per jira story ticket completion).6We provide technical solutions in areas of education & health. We also provide software products & services."
236,Backend Development,Fyle,Work From Home,"₹ 35,000 /month","Selected intern's day-to-day responsibilities include: 1. Working on backend modules using technologies like Python, flask framework, etc. 2. Working on building and maintaining efficient thoroughly tested RESTful APIs 3. Working on relational databases such as PostgreSQL, etc. 4. Working on writing tests, fixing broken tests for any new feature (pytest) 5. Working on code versioning and containerization tools like Git, Docker, etc. 6. Working on interesting technical challenges in a fast-paced environment 7. Taking ownership of product features from conception to implementation, testing deployment, and support 8. Since this is a remote internship we expect the candidate to have good communication and documentation skills. 9. We require the candidate to have no prior commitment Like attending classes every day etc. This is a full-time internship where the candidate is expected to work 8 hours in day.Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 11th Jan'24 and 15th Feb'243. are available for duration of 6 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.7WebsiteWe are Fyle, a SaaS product startup based out of Bangalore are founded by startup veterans. We are building a first-of-its-kind expense management product for enterprises around the world."
237,Web Development,Param Hansa Philanthropies (PHP),Bangalore,"₹ 5,000-10,000 /month","Selected intern's day-to-day responsibilities include:  1. Work on webpage design 2. Work on webpage development 3. Work on web content writingOnly those candidates can apply who:1. are available for the part time job/internship2. can start the part time job/internship between 11th Jan'24 and 15th Feb'243. are available for duration of 6 months4.  are from or open to relocate to Bangalore5. have relevant skills and interests* Women wanting to start/restart their career can also apply.1WebsitePHP India is the implementation partner of PHP USA which is a 501 (c)(3) non-profit organization in the USA. We are currently committed to research in life sciences through interdisciplinary collaborations between bio-engineering, computational oncology, and genomics. Our current partners include the University of Texas, Austin, and Stanford University. In India, we are exploring collaborations with institutions such as IISc, IITs, etc."
238,Software Development,"Bluejay Delivery (Sacramento, United States)",Work From Home,"₹ 15,000 /month","Selected intern's day-to-day responsibilities include:  1. Write a Java-based web app and deploy it on AWS Serverless Architecture 2. Create Google functions integration with Sheets and Forms 3. Write test cases for the functionality 4. Push code on GIT 5. Create a build pipeline from GIT to AWS Lambda deployment  Requirements:  1. Have hands-on experience in software development 2. Should be able to develop and deploy web apps with minimum oversight 3. Self-learner with problem-solving skillsOnly those candidates can apply who:1. are available for the work from home job/internship2. can work from 5:30 pm - 1:30 am Indian Standard Time (as the company is based outside of India & their local work timings are 4:00 am - 12:00 pm Pacific Standard Time)3. can start the work from home job/internship between 10th Jan'24 and 14th Feb'244. are available for duration of 3 months5. have relevant skills and interests* Women wanting to start/restart their career can also apply.1Bluejay Delivery is a logistics company to deliver packages across the bay area. We believe in putting our best foot forward, no matter the circumstances. If you are a team-oriented individual who strives for excellence in whatever you do, we are the ideal team for you to join."
239,Game Development,IDZ Digital Private Limited,Work From Home,"₹ 8,000 /month","Selected intern's day-to-day responsibilities include:  1. Publish games for Android and iOS devices 2. Build a prototype for demonstrating game concepts 3. Work with new technology such as Augmented RealityOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 11th Jan'24 and 15th Feb'243. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.5WebsiteIDZ Digital's humble beginnings can be traced back to 2004 when we began creating websites. In 2010, we became one of India's first mobile app developers, having launched our first app. Today, we are among the leading developers of apps and games for kids, with over 200 million downloads and over 100,000 5-star reviews.  Life at IDZ Digital is stimulating, energetic, and immensely rewarding. Our team of more than 100 enthusiastic minds is always trying out new things and concepts to make our ideas come to life. We have development centers in Borivali and Thane providing a vibrant and joyful working environment. We're proud to give people a happy, open, and welcoming place to work. We give them responsibilities early on so they can work on their skills, learn faster and move up in their careers."
240,Coding,Cerebry India Tech,Work From Home,"₹ 15,000 /month","Selected intern's day-to-day responsibilities include:  1. Implement assessments and feedback loops for continuous improvement 2. Ensure alignment with educational standards and optimal student engagement 3. Contribute to improving educational resources by crafting engaging questions to enrich the learning experience  Skills required:  1. Expertise in Mathematics: Seeking an individual with a strong foundation in mathematics, capable of creating new and unique questions across different math chapters 2. Prior experience leading mathematics projects is essentialOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 11th Jan'24 and 15th Feb'243. are available for duration of 6 months4. have relevant skills and interests10LinkedIn pageAt Cerebry, our aim is to make effective personalized tuition accessible to each and every one, regardless of geography or family income."
241,Online Computer Engineering Tutoring,Narigiri's Connect To Universe Private Limited,Work From Home,"₹ 1,500-8,000 /month","Selected intern's day-to-day responsibilities include:  1. Conduct one-on-one online tutoring sessions with students in Computer Engineering 2. Create personalized lesson plans and learning materials tailored to the individual needs of each student 3. Assess students' current understanding and performance and develop strategies to address their weaknesses 4. Provide constructive feedback and regular progress reports to students and their parents or guardians 5. Foster a positive and engaging learning environment that motivates students to excel in Computer Engineering 6. Stay up-to-date with Computer Engineering changes and teaching methodologies  Qualifications:  1. Bachelor's or Master's degree in Computer Engineering, Education, or a related field 2. Prior experience in tutoring or teaching Computer Engineering is preferred 3. Strong understanding of Computer Engineering curriculum and concepts 4. Excellent communication and interpersonal skills 5. Ability to adapt to different learning styles and needs of students 6. A passion for teaching and helping students succeed 7. Reliable internet connection and a suitable teaching environment  Benefits:  1. Flexible working hours to accommodate your schedule 2. Opportunities for professional development and growth within the organization 3. The chance to make a real difference in the lives of students by helping them succeed academicallyOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 11th Jan'24 and 15th Feb'243. are available for duration of 6 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.10ConnectMyExpert (by Narigiri's Connect To Universe Private Limited) is a platform that provides one-to-one online tutoring that connects professionals and experts from various fields and industries. Users can browse through a network of qualified and experienced experts, and request consultations, advice, or guidance on topics of their interest. Users can also join as experts and share their knowledge and insights with others. ConnectMyExpert aims to provide a convenient and reliable way for users to access primary research insights from the world's leading subject matter experts.  Mainly into academics, foreign languages, IT tools, various exams, arts & hobbies."
242,Android App Development,Episodiclabs Private Limited (Teckniklab),Ahmedabad,"₹ 2,000-2,500 /month","Key responsibilities:  1. Contributing to the design, development, and enhancement of Android applications 2. Participate in the entire app development lifecycle, from coding and testing to UI/UX improvement, debugging, integration with external APIs, and focus on optimizing app performance 3. Maintain quality, documentation, and continuous learning to achieve a successful internship experience and create impactful Android apps  Note:  1. Proficiency in Java and/or Kotlin for Android app development 2. Familiarity with Android Studio and the Android SDK 3. Basic understanding of UI/UX design principles and the ability to contribute to user interface enhancements 4. Problem-solving and debugging skills for app development 5. Strong communication and collaboration skills for working effectively with a development team 6. A passion for mobile app development and a desire to learn and grow in the field 7. Knowledge of app performance optimization and best practicesOnly those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 11th Jan'24 and 15th Feb'243. are available for duration of 3 months4. have relevant skills and interests1Episodiclabs Private Limited (Teckniklab) is an innovative sports-tech startup that's reinventing sports performance and entertainment. We combine IoT and machine learning together to develop products for modern athletes."
243,PHP Development,Xcrino Business Solutions,Delhi,"₹ 5,000 /month","Selected intern's day-to-day responsibilities include:  1. Handle web development from ideation to production 2. Collaborate with the product manager and other developers, owning a large part of the process from problem understanding to shipping the solution 3. Contribute best-in-class programming skills to develop highly innovative, consumer-facing web products  Requirements:  1. Basic experience developing web applications using CakePHP or other MVC framework 2. Strong PHP skills with any MVC Framework -CakePHP/Laravel/Yii/Code ignitor, etc. 3. Strong MySQL, AJAX, jQuery, HTML & JavaScript skills 4. Experience integrating payment gateway and third-party PHP libraries 5. Work alongside a broader team with a focus on design, UX, optimization, back-end processes, and DevOps efficiency to deliver high-quality projects using the latest tech stack 6. A keen eye for detail, along with a passion for delivering quality, customer-focused solutions is essential 7. Great skills in PHP MVC frameworks like Laravel, CodeIgniter, etc. 8. Extensive Experience in API integration and development 9. Experience in jQuery and AJAX. 10. Working knowledge of web technologies including HTML, and CSS 11. Basic understanding of version control systems like Git and SVN 12. Experience working with AWS or any other Linux Cloud Servers is a huge plus 13. Passionate about writing clean, efficient, and maintainable code 14. Strong analytical and debugging skills and experience building consumer systems at scaleOnly those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 11th Jan'24 and 15th Feb'243. are available for duration of 6 months4. have relevant skills and interests3WebsiteXcrino Business Solutions is a software development company based out of Dwarka, Delhi. We are into ERP and customized software development. Scalable mobile app development is our strength. We develop distinctive mobile apps that ensure a smooth and user-friendly interface for the user."
244,Android App Development,QuadB Tech,Work From Home,"₹ 5,000-15,000 /month","QuadB Technologies brings forward an internship opportunity for Android newbies who have just started out learning the technology. We as a company assure to transform you into a much more seasoned and skilled developer in totality by giving you hands-on experience, and making you aware of the implementation of real-world software challenges.  Selected intern's day-to-day responsibilities include:  1. Writing efficient code 2. Creating UI/UX by referencing some layout designs provided by the design team 3. Coordinating with your team and reporting progress EOD 4. Debugging errors and evolving your code 5. Submitting daily work samples and updating the team lead regarding issues 6. Devoting a minimum of 5-6 hours per day to the projectOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 11th Jan'24 and 15th Feb'243. are available for duration of 4 months4. have relevant skills and interestsNote: The intern should devote a minimum of 5-6 hours per day to the project.5WebsiteQuadB Technologies, India's leading technology and marketing service provider, specializes in blockchain development, app development, financial investment, social media engagement, brand building, and film production. We empower clients to become market leaders through our innovative and diverse solutions.  Our unique problem-solving approach, driven by a talented and collaborative team, inspires creativity and growth for everyone connected to us. We're dedicated to pushing boundaries and fostering a culture of continuous learning. Join QuadB Technologies on this exciting journey as we unlock new horizons, challenge the status quo, and shape a brighter future together."
245,Asp.net Development,ThoughtBliss Solutions LLP,Hinjawadi,"₹ 5,000 /month","Selected intern's day-to-day responsibilities include:  1. Work on Unit testing 2. Work on C#, SQL development  Requirements: Understanding the requirements by reading the specification. DocumentOnly those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 10th Jan'24 and 14th Feb'243. are available for duration of 6 months4.  are from or open to relocate to Pune, Hinjawadi and neighboring cities5. have relevant skills and interests* Women wanting to start/restart their career can also apply.4WebsiteThoughtBliss is a globally trusted digital transformation company where innovation meets vision. We thrive on leveraging new technologies and transforming enterprises for a digital future in a breakthrough way. From start-ups to Fortune 500 companies, we have provided end-to-end digital solutions to hundreds of clients across multiple business verticals and earned a distinguished position in the ecosystem. Over the years, we have built a world-class team   the kind that's competitive in action and agile in thought   to help our clients redefine themselves from the core, scale iteratively, and stay ahead in today's world of constant disruption. "
246,Mobile App Development,MentorBoxx,Work From Home,"₹ 25,000 /month","Selected intern's day-to-day responsibilities include:  1. Work closely with our experienced app developers to design and implement cutting-edge mobile applications using Flutter, Android, React Native, and other technologies 2. Collaborate with the team to ensure seamless integration of Firebase and other back-end services for enhanced functionality and user experience 3. Participate in code reviews and debugging sessions to identify and resolve any issues or bugs that may arise during the development process 4. Assist in the creation and maintenance of technical documentation for future reference and knowledge sharing within the team 5. Stay up to date with the latest industry trends and advancements in mobile app development to contribute innovative ideas and solutions 6. Conduct thorough testing and quality assurance checks to ensure the final product meets the highest standards of performance, reliability, and user satisfaction 7. Participate in team meetings and discussions, providing valuable input and suggestions to improve overall app development processes and strategiesOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 10th Jan'24 and 14th Feb'243. are available for duration of 2 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.3Our sole aim at MentorBoxx is to bridge the gap between universities & industries. We select 30 students every month to regularly interact with the right industry experts, work on live industry projects, and grasp as much industry knowledge as possible."
247,Machine Learning,MentorBoxx,Work From Home,"₹ 25,000 /month","Selected intern's day-to-day responsibilities include:  1. Collaborate with the team to develop and implement machine learning algorithms and models 2. Assist in collecting, cleaning, and analyzing large datasets to derive actionable insights 3. Develop and maintain data preprocessing pipelines for efficient data handling 4. Contribute to the design and development of NLP models for text classification and sentiment analysis 5. Research cutting-edge ML techniques and stay updated with the latest advancements in the field 6. Assist in building and improving ML models for personalized recommendations and content filtering 7. Help with the deployment and monitoring of ML models in production environments  Join us and make a significant impact in revolutionizing the way people access knowledge and grow personally through our innovative platform. Apply now and take the first step towards an exciting career in Machine Learning with MentorBoxx!Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 10th Jan'24 and 14th Feb'243. are available for duration of 2 months4. have relevant skills and interests3Our sole aim at MentorBoxx is to bridge the gap between universities & industries. We select 30 students every month to regularly interact with the right industry experts, work on live industry projects, and grasp as much industry knowledge as possible."
248,Web Development,MentorBoxx,Work From Home,"₹ 20,000 /month","Selected intern's day-to-day responsibilities include:  1. Collaborate with the development team to design and implement web applications using the latest technologies 2. Assist in the creation of user-friendly interfaces and engaging user experiences 3. Debug and fix any issues related to frontend and backend development 4. Optimize and improve website performance through efficient coding practices 5. Conduct thorough testing and ensure cross-browser compatibility for seamless experiences 6. Stay up-to-date with industry trends and suggest innovative ideas to enhance our products 7. Support the team in various tasks, such as documentation and website maintenance  If you have a hunger for learning, a creative mindset, and a drive to contribute to a dynamic team, MentorBoxx is eager to provide you with an exciting internship experience. Join us in shaping the future of online education! Apply now!Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 10th Jan'24 and 14th Feb'243. are available for duration of 1 month4. have relevant skills and interests* Women wanting to start/restart their career can also apply.4Our sole aim at MentorBoxx is to bridge the gap between universities & industries. We select 30 students every month to regularly interact with the right industry experts, work on live industry projects, and grasp as much industry knowledge as possible."
249,Full Stack Development,Fafadia Tech,Mumbai,"₹ 15,000 /month","As a Full Stack Development intern at Fafadia Tech, you will have the opportunity to work on exciting projects and gain valuable hands-on experience. Join our dynamic team and contribute to creating innovative solutions!  Responsibilities: 1. Collaborate with our experienced developers to design and develop scalable web applications using JavaScript, Python, MySQL, HTML, and CSS. 2. Assist in implementing front-end and back-end functionalities, ensuring seamless user experiences across multiple platforms. 3. Participate in code reviews and identify areas for improvement, contributing to the overall quality of our products. 4. Conduct thorough testing and debugging to optimize performance and resolve any software defects. 5. Stay up-to-date with emerging technologies and industry trends to continuously enhance your skills. 6. Support the team in maintaining and updating existing applications, while troubleshooting any issues that arise. 7. Contribute to the development of technical documentation, documenting your work for future reference.  If you are passionate about Full Stack Development and eager to learn from industry experts, this internship opportunity at Fafadia Tech will provide you with a solid foundation to kick-start your career. Join us and embark on an exciting journey in the world of technology!  There is a possibility of converting the internship to a Full Time Job at the end of internship. Apply only if you are available Full Time post internship.Only those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 11th Jan'24 and 15th Feb'243. are available for duration of 3 months4. have relevant skills and interestsJob offer: On successful conversion to a permanent employee, the candidate can expect a salary of Rs. 200000 to 300000 /year2WebsiteFafadia Tech is an information technology (IT) organization focused on delivering smart and next-generation business solutions that help enterprises across the world overcome their business challenges. These solutions leverage innovations in technology, knowledge of business processes, and domain expertise to provide clients with a competitive edge. The work culture of Fafadia Tech is positive and energetic. Our professionals are understanding and cooperative with each other whilst working every day to help customers attain their business objectives in an efficient way by the use of technology. Offering the best service and delivering quality products on time is the first priority of Fafadia Tech which thereby satisfies our clients."
250,ChatGPT Integration,Episodiclabs Private Limited (Teckniklab),Work From Home,"₹ 2,000-2,500 /month","Selected intern's day-to-day responsibilities include:  A. Tool Development: 1. Craft a simple yet robust team coordination tool. 2. Solve challenges related to activity planning, process documentation, and efficient coordination.  B. System Design: 1. Utilize Google Sheets, Apps Script, and Chat-GPT to design a cohesive system. 2. Integrate the power of these platforms to enhance communication and collaboration.  C. UI Development: 1. Design a user-friendly, web-based UI interface. 2. Implement simple I/O tasks, ensuring an intuitive experience for users.  D. Testing/Debugging: 1. Conduct thorough testing to ensure the tool's functionality and reliability. 2. Debug and optimize the system for a smooth user experience.Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 11th Jan'24 and 15th Feb'243. are available for duration of 3 months4. have relevant skills and interests2Episodiclabs Private Limited (Teckniklab) is an innovative sports-tech startup that's reinventing sports performance and entertainment. We combine IoT and machine learning together to develop products for modern athletes."
251,Web Development,Smart TechIT,Salem,"₹ 5,000 /month +  Incentives","Selected intern's day-to-day responsibilities include:  1. Craft & Code: Build responsive web apps using the latest tech (HTML5, CSS3, React/Vue/Angular). Master UI/UX for user-friendly, accessible interfaces. Optimize speed & responsiveness across devices. Collaborate with design & back-end teams for seamless integration. Stay ahead of front-end trends & libraries.  2. Bonus Points: Assist with back-end dev (Python, Java, PHP, NodeJS), API development, & clean code practices. Join code reviews & unit testing  3. Be a Team Player: Participate in code reviews, write clear docs, attend meetings, learn new things, and be adaptable & positive  4. Tech Perks: Gain hands-on startup experience, learn from mentors, use cutting-edge tech, contribute to real projects, network with pros, and build your portfolio  Join us? Showcase your relevant skills & passion for tech. Be ready to discuss favorite projects & problem-solving abilities. Share your startup enthusiasm!Only those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 9th Jan'24 and 13th Feb'243. are available for duration of 3 months4.  are from or open to relocate to Salem5. have relevant skills and interests* Women wanting to start/restart their career can also apply.Stipend structure: This is a performance-based internship. In addition to the minimum-assured stipend, you will also be paid a performance-linked incentive (₹ 2000 per design).5WebsiteSmart TechIT is a software store that builds awing mobile and web apps. A pioneering India-based software solutions company with offices worldwide, our distinctive full-service provider (FSP) solutions model brings you the most effective offshore software development, mobile development, e-business products, and interactive media. We're a team of curious people who share a passion for making digital experiences that generate bigger results."
