Unnamed: 0,job_title,company_name,location,salary,description,company_description,jobs_posted,hired_to_posted_ratio,has_company_logo,job_description_length,Important_Word_Count,important_words,currency_in_title,htp_ratio,no_of_employee,verified
1035,"
                                AI Solution Engineer                            ",Resolute AI Software Private Limited,Work from home,"₹ 10,000 /month","Selected intern's day-to-day responsibilities include:  1. Develop technical solutions for diverse challenges 2. Create comprehensive proposals for client projects 3. Engage effectively with clients to understand their needs 4. Oversee projects to ensure successful execution 5. Drive continuous improvement initiatives for enhanced processes and outcomes  Requirements:  1. Candidates with a minimum of 1 year of experience 2. Those who are from or open to relocating to Bangalore 3. Experience in handling multiple projects 4. Very good oral and written communication skills 5. Bachelor's degree in Engineering (B.Tech) with a focus on relevant technical disciplines 6. Knowledge of AI, ML, and building technical architecture around AI projects 7. Master of Business Administration (MBA) or equivalent business education 8. Proven experience in technical solutions for AI projects 9. Strong understanding of artificial intelligence technologies and their applications 10. Excellent communication and presentation skills, with the ability to convey technical concepts to non-technical stakeholders 11. Demonstrated ability to work collaboratively in a cross-functional team environment 12. AI/ML Certification 13. Strong analytical and problem-solving skills 14. Experience in developing proposals for AI and machine learning projects 15. Familiarity with industry-standard AI frameworks and tools 16. Knowledge of project management methodologiesOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 18th Mar'24 and 22nd Apr'243. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.3WebsiteWe work with enterprises to build AI capabilities, platforms, and solutions. We also offer AI consulting and services. We are an AI talent academy leveraging the latest technologies to deliver unique platforms and solutions. We are working on launching unique AI and ML-enabled solutions to solve critical problems around security, customer behavior analytics, and improving customer engagement.",1,96,0.0625,1,1,3,1,1,0,,0
1036,"
                                Web Development                            ",Nikhil Sharma,Work from home,"₹ 6,000-15,000 /month","We're looking for a talented Web Development intern to join our team at Mash Digital! If you have a strong understanding of WordPress and PHP, then we want to hear from you. This is a great opportunity to gain valuable experience in the industry and work on exciting projects.  (Freshers can also apply but must have some understanding of WordPress and design)  Key Responsibilities: 1. Assist in developing and maintaining websites using WordPress 2. Collaborate with the team to brainstorm and implement new features 3. Troubleshoot and debug issues as they arise 4. Optimize website performance for speed and SEO 5. Update content and make design changes as needed 6. Stay up-to-date on the latest web development trends and technologies 7. Contribute innovative ideas to enhance the user experience  If you're a motivated self-starter with a passion for web development, apply now to kickstart your career with us!Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 18th Mar'24 and 22nd Apr'243. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.Job offer: On successful conversion to a permanent employee, the candidate can expect a salary of Rs. 300000 to 500000 /year3WebsiteMash Digital stands as one of India's fastest-growing web design agencies, committed to quality without the hefty price tag. Having collaborated with startups and established businesses, we embark on a mission to shape a truly Digital India.  Join us as we redefine online experiences, making digital excellence accessible to all.",1,2,0.0,1,1,8,1,1,0,,0
1037,"
                                Growth And AI Operations                            ",Doorlabs Tech,Work from home,"₹ 7,500 /month","You'll work directly with the founder and head of strategy & contribute to our system growth through data building/enrichment and running our industry-leading AI workflows (not publicly available yet). Your responsibilities include building and enriching data, executing AI sequences for client delivery, and working on prompt engineering with the founder's guidance.  Selected intern's day-to-day responsibilities include:  1. Data intelligence: Utilize AI-enabled workflows to transform raw, unstructured data into actionable insights. Gather valuable data sets from diverse sources, enhancing quality and ensuring accuracy with both AI and manual processes. Refine and structure data for analysis, readying it for our advanced AI engines. Learn the ins and outs of data building for next-era B2B growth strategies 2. AI-powered operations: Implement AI-driven prompt sequences to tailor content and reports to client needs. Engage with leading AI platforms to streamline data interaction and analysis workflows. Contribute to the optimization and refinement of AI algorithms for enhanced performance. Be part of the innovation driving our AI solutions to new heights in digital marketing 3. Prompt engineering & creative AI applications: Dive into prompt engineering, shaping the dialogue between humans and AI to produce compelling content. Experiment with AI to refine communication strategies, ensuring they resonate with our audience. Harness the power of AI to generate unique, impactful social media posts and email marketing content. Explore the frontier of AI-driven creativity, making your mark on the content we deliver  We don't care if you topped, dropped or never attended college, neither does your age or location matter.Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 16th Mar'24 and 20th Apr'243. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.What are we looking for?1. 6 -12 months of experience in email marketing, marketing or sales2. Critical thinking and problem-solving3. Strong work ethic, committed to delivering results even when it means pushing boundaries4. If you can code - it’s a plus1WebsiteWe help founders set up, scale, and optimize revenue systems. We provide agency-standard delivery/service with software-like budgets. We are APAC's first AI-framework-enabled, full-funnel agency where organizations trust us to define the brand, engineer lead nurture/conversion funnels & optimize go-to-market TAT. ",1,1,0.0,1,1,3,1,1,0,,0
1038,"
                                Web Development                            ",OmniSoft Consulting,Dehradun,"₹ 2,000 /month","Selected intern's day-to-day responsibilities include:  1. Working on creating interactive websites 2. Working on staying plugged into emerging technologies/industry trends and applying them to operations/activities 3. Working on other miscellaneous tasks (e.g. Word, PowerPoint, Basic Video Editing etc.)  Requirements:  1. Willingness to learn new technologies 2. Knowledge of HTML, CSS, and JavaScript (basic requirement)  Note:  1. We believe one can always learn, so don't get disheartened by seeing all the desired skills, you can still be selected if you are willing to learn 2. Graduates in any discipline with relevant knowledge/experience in website development are welcome to apply 3. Freshers are welcome to apply. 4. Based on your performance, a full-time job may be offered to youOnly those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 18th Mar'24 and 22nd Apr'243. are available for duration of 1 month4.  are from or open to relocate to Dehradun5. have relevant skills and interests* Women wanting to start/restart their career can also apply.3WebsiteWe work in a wide array of fields with all developed and emerging technologies. We work from video editing to content writing, from data entry to web development. We are looking for talents in all fields. Hope to work with all the great talent out there.",1,23,0.0,1,1,4,1,1,0,,0
1039,"
                                AI/ML Engineer                            ",Isourse,Delhi,"₹ 20,000 /month","Selected intern's day-to-day responsibilities include:  1. Conduct literature reviews and stay updated with the latest advancements in AI/ML research. 2. Assist in designing, implementing, and evaluating machine learning models and algorithms. 3. Collect, preprocess, and analyze large datasets to extract meaningful insights. 4. Develop prototypes and proof-of-concept implementations to demonstrate feasibility and efficacy. 5. Participate in brainstorming sessions and contribute creative ideas to solve complex problems. 6. Stay organized and manage multiple tasks effectively to meet project deadlines. Adhere to best practices in research ethics, data privacy, and intellectual property protection. 7. Strong understanding of machine learning concepts and algorithms. 8.  Understanding of machine learning libraries/frameworks (e.g., TensorFlow, PyTorch, scikit-learn). 9.  Familiarity with data manipulation and analysis tools (e.g., pandas, NumPy). 10. Excellent analytical and problem-solving skills. 11. Effective communication and teamwork abilities. 12.  Self-motivated with a passion for learning and innovation.Only those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 18th Mar'24 and 22nd Apr'243. are available for duration of 6 months4. have relevant skills and interestsCandidates pursuing B.tech from Tier 1 and Tier 2 colleges will be preferred.5Isourse is a tech start-up. We provide one-stop solutions to our customers for all their tech & infra needs, primarily for supply chain, logistics, and the e-fulfillment industry. We firmly believe in understanding the requirements of the customer & thereupon, designing the best-customized solution for them, and aiming to offer the highest possible standard of service.  We do that by giving our clients undivided attention whenever required. Our advanced technology promotes performance, safety, and ease of use in every market we serve. That makes us an engineering and technology company with a keen focus on recruiting talent in those fields. But the same vertical integration business model that keeps all design and manufacturing processes in-house also gives us the incentive to hire top performers from different backgrounds, including operations, finance, accounting, information technology, sales, marketing, and communications.",1,843,0.0676156583629893,1,1,1,1,1,0,,0
1040,"
                                Django Developer                            ",Ayurveda House Private Limited,Delhi,"₹ 20,000-25,000 /month","We are seeking a talented Django developer intern to join our team at Ayurveda House Private Limited! If you have a passion for web development and a strong knowledge of Django, Data Structures, APIs, user interface (UI) development, Python, and REST API, then this is the perfect opportunity for you.  Selected intern's day-to-day responsibilities include:  1. Collaborate with our development team to design and implement new features for our Ayurveda platform 2. Work on optimizing and maintaining our existing Django-based web applications 3. Utilize your expertise in Data Structures to ensure efficient data storage and retrieval 4. Develop and integrate APIs to enhance the functionality of our platform 5. Design and implement user-friendly interfaces for an exceptional user experience 6. Utilize Python to write clean, maintainable, and efficient code 7. Implement REST APIs to facilitate seamless communication between our web application  If you are a motivated individual looking to gain hands-on experience in Django development within a dynamic and innovative company, then we want to hear from you! Join us at Ayurveda House and take the first step towards a rewarding career in web development. Apply now!Only those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 18th Mar'24 and 22nd Apr'243. are available for duration of 3 months4. have relevant skills and interests1. Good knowledge of DSA is a must2. Only apply if you can join us on an immediate basis5WebsiteExperience the power of ancient Ayurveda with 100% genuine Ayurvedic health and personal care products from Ayuvya! Our philosophy is to promote the richness of Ayurveda tradition and bring it to the modern world by providing quality products to mankind. To get one-stop access for all your Ayurvedic health and beauty needs, you can check out our Ayuvya app.",1,443,0.0135440180586907,1,1,13,1,1,0,,0
1041,"
                                WordPress Development                            ",Blog Haveli,Work from home,"₹ 2,000-4,500 /month","Selected intern's day-to-day responsibilities include:  1. Working on building the design on WordPress using builders like Elementor (mandatory), Divi, etc. 2. Working on a given landing page design: converting UI/UX layouts to HTML and developing them on WordPress 3. Using coding knowledge (HTML, CSS, JavaScript, PHP) to make custom changes to the website code 4. Working on WordPress custom post type 5. Generating and editing WordPress themes and plug-ins from scratch 6. Developing custom themes and plugins 7. Designing & building website front-end and back-end 8. Troubleshooting and optimizing the loading speed of WordPress sites 9. Submitting accurate work within the given deadline 10. Working independently with little or no daily supervision  Additional Information:  1. Interns will have to go through a 3- to 7-day probationary period. 2. Any intern who delivers maximum output will get a PPO opportunity.Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 15th Mar'24 and 19th Apr'243. are available for duration of 6 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.1. High proficiency in HTML, CSS, JavaScript, and PHP.2. Knowledge of custom post types and Elementor is mandatory.3. A bachelor's degree in computer science or a similar field.4. Proven work experience as a WordPress developer.5. Ability to create custom themes & plugins for WordPress using PHP from scratch.6. Possession of computer equipment with a stable and fast internet connection.7. Immediate joiners will be preferred.8. Previous internship/job experience in WordPress development is mandatory.9. Candidates willing to work full-time will be preferred.1WebsiteBlog Haveli is the fastest-growing digital product development startup company. We hire top engineers and designers around the world to make a difference in terms of technological innovations. We offer everything a client needs for a successful online presence. Our services include website development, e-commerce website design, logo design, SEO, app development, hosting domains, and digital marketing.  We believe in return on investment, so our full team assures that each of our clients gets the most return on their investment. We believe in growing together, so we deliver the best growth hack for your business growth. Our experienced team of developers is capable of delivering any custom application or a mobile app as per the business requirements. Blog Haveli is the top-most web design agency and software development company since 2013. Work with us and see how it goes: we deliver reliable & quality service.",1,16,0.3125,1,1,17,1,1,1,,1
1042,"
                                PHP Development                            ",K2S2 Digistrat Solutions Private Limited,Mumbai,"₹ 3,000 /month","Selected intern's day-to-day responsibilities include:  1. Understand requirements from senior team members or clients 2. Work on HTML, CSS, and PHP development using MVC architecture like CodeIgniter 3. Work on testing the applicationOnly those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 15th Mar'24 and 19th Apr'243. are available for duration of 6 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.1. Preference will be given to candidates with actual coding experience with CodeIgniter or PHP.Job offer: On successful conversion to a permanent employee, the candidate can expect a salary of Rs. 100000 to 200000 /year4We are a digital agency. Our verticals include web site designing, mobile app development, digital marketing, custom application development.",1,10,0.1,1,1,6,1,1,0,,0
1043,"
                                Power BI Development                            ",BlueTide Solutions Private Limited,"Gurgaon, Mumbai","₹ 15,000 /month","Selected intern's day-to-day responsibilities include:  1. Develop solutions for clients 2. Develop expertise on Smartsheet and other platforms we work on 3. Work with BlueTide team 4. Build integration with Smartsheet 5. Train clients on how to use the dashboard 6. Certify on SmartsheetOnly those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 18th Mar'24 and 22nd Apr'243. are available for duration of 3 months4. have relevant skills and interestsJob offer: On successful conversion to a permanent employee, the candidate can expect a salary of Rs. 200000 to 500000/year2WebsiteBlueTide is a data architecture and analytics firm that enables you to design and deploy contextual financial and operational BI.",1,11,0.1818181818181818,1,1,0,0,1,0,,0
1044,"
                                Game QA                            ",Sparkshift Technologies,Bangalore,"₹ 5,000-10,000 /month","Selected intern's day-to-day responsibilities include:  1. Test and provide feedback on games 2. Create engaging content for social media platforms 3. Manage social media accounts 4. Interact with the gaming community  Requirements:  1. Passion for gaming 2. Active presence on Twitter and YouTube 3. Ability to test and provide feedback on games as part of Quality Assurance (QA) 4. Proficiency in creating engaging social media content 5. Experience in managing social media accounts 6. Strong communication skills to interact with the gaming community 7. Gaming expertise and creativity  Benefits:  1. Gain experience in the gaming industry 2. Enhance social media skills 3. Contribute to game development through QA testingOnly those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 16th Mar'24 and 20th Apr'243. are available for duration of 2 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.15WebsiteWe are looking for a Game QA & Social Media Executive Intern with a passion for gaming, an active presence on Twitter and YouTube, and the ability to test and provide feedback on our game as part of Quality Assurance (QA). As an intern, you will create engaging content, manage social media accounts, interact with our gaming community, and conduct game testing. Requirements include active social media profiles, gaming expertise, creativity, and enrollment in a relevant degree program. This internship offers an exciting opportunity to work in the gaming industry, enhance your social media skills, and contribute to game development through QA testing.     ",1,1,0.0,1,1,5,1,1,0,,0
1045,"
                                PHP Development                            ",Webfeed,Kolkata,"₹ 10,000 /month","Selected intern's day-to-day responsibilities include developing, testing & maintaining the website of the company.Only those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 16th Mar'24 and 20th Apr'243. are available for duration of 6 months4.  are from or open to relocate to Kolkata5. have relevant skills and interests* Women wanting to start/restart their career can also apply.1WebsiteAt Webfeed, we provide website design, mobile apps, graphics design, digital marketing & SEO, and advertisement design services. The company works with clients to meticulously monitor the entire process of web design and development, android app development, and all the digital needs with our creative and innovative solutions.",1,37,0.1351351351351351,1,1,6,1,1,0,,1
1046,"
                                Flutter Development                            ",Myrik.in,Work from home,"₹ 30,000 /month","Selected intern's day-to-day responsibilities include:  1. Design and develop high-quality, scalable, and maintainable mobile applications using the Flutter framework 2. Collaborate with cross-functional teams (UI/UX designers, product managers, QA testers) to define, design, and ship new features 3. Ensure the performance, quality, and responsiveness of applications 4. Identify and correct bottlenecks and fix bugs 5. Maintain code quality, organization, and automatization 6. Stay updated with the latest Flutter developments, best practices, and technologiesOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 18th Mar'24 and 22nd Apr'243. are available for duration of 4 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.1. Should have worked in flutter tech for 6+ months internshipJob offer: On successful conversion to a permanent employee, the candidate can expect a salary of Rs. 500000 to 700000 /year2Myrik helps you by solving the last-mile connectivity experience in tier 2/3/4 towns for consumers by offering low-cost travel at subsidized pricing with enhanced ride quality. Riders can now watch ads, shop, and participate in surveys with us to earn travel coins.",1,3,0.0,1,1,5,1,1,0,,0
1047,"
                                Web Development                            ",BCC LEGAL SERVICES PRIVATE LIMITED,Work from home,"₹ 6,000-25,000 /month","Selected intern's day-to-day responsibilities include:  1. Collaborating with the development team to design, develop, and maintain web applications using Flutter 2. Implementing front-end features using JavaScript to enhance user experience and interface design 3. Integrating Firebase services to create real-time database solutions for our web applications 4. Conducting code reviews and providing feedback to ensure high-quality code standards are met 5. Assisting in the testing and debugging of web applications to identify and resolve any issues 6. Researching and staying up-to-date on the latest trends and best practices in web development 7. Contributing innovative ideas and solutions to help drive the success of our projects  If you are eager to expand your skills, work in a collaborative environment, and make a meaningful impact, apply now to join our team at BCC LEGAL SERVICES PRIVATE LIMITED!Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 18th Mar'24 and 22nd Apr'243. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.1. Candidate perusing computer science engineering preferred2Vakiltax is a brand of BCC LEGAL SERVICES PRIVATE LIMITED. We are offering services that cover the legal needs of startups and established businesses. Some of our services include incorporation, government registrations & filings, accounting, documentation and annual compliances. In addition, we offer a wide range of services to individuals, such as property agreements and tax filings. Our mission is to provide one-click access to individuals and businesses for all their legal and professional needs.",1,2,0.0,1,1,12,1,1,0,,0
1048,"
                                Website Designing                            ",Kshitiksha Foundation,Work from home,"₹ 2,500 /month","Are you passionate about website design and looking to gain valuable experience in the field? Join Kshitiksha Foundation as a Website Designing intern and unleash your creativity!  Selected intern's day-to-day responsibilities include:  1. Collaborate with our team to conceptualize and design visually stunning websites that align with our brand identity 2. Assist in creating wireframes, mockups, and prototypes to present to clients for feedback and approval 3. Optimize website performance for speed and responsiveness across different devices and browsers 4. Stay updated on the latest design trends and techniques to ensure our websites are cutting-edge 5. Work closely with developers to implement design elements and ensure a seamless user experience 6. Conduct quality assurance testing to identify and fix any bugs or issues before launching websites 7. Contribute innovative ideas and solutions to enhance the overall user experience and drive results for our organization  If you are a creative and detail-oriented individual with a passion for design, apply now to kickstart your career in website design with Kshitiksha Foundation!Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 18th Mar'24 and 22nd Apr'243. are available for duration of 2 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.2Kshitiksha Foundation is a Section 8 non-profit organization, registered under the Ministry of Corporate Affairs, Government of India. It is an ISO 9001:2015 certified organization. It is also registered with the Ministry of Micro, Small & Medium Enterprises (MSME) program UDYAM.",1,310,0.3258064516129032,1,1,5,1,1,1,,1
1049,"
                                Next.js Front End Development                            ",Go India Stocks,Work from home,"₹ 15,000 /month","Selected intern's day-to-day responsibilities include handling the end-to-end shipping of the new features on the Next.js website.  Why should you join Go India Stocks?  1. If you are someone who wants to bring disruption to the Indian equity market and, in the process, learn from and work with people who have 30+ years of high-quality equity research experience, then Go India Stocks is the right place for you. 2. You would be a core part of an energetic tech team that comprises people from IITs who are working passionately to democratize access to institutional-level equity research.Only those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 15th Mar'24 and 19th Apr'243. are available for duration of 6 months4. have relevant skills and interests1. Proficiency in Next.js and React.2. Sound foundational knowledge of NextJS.3. Strong experience in using functional components with hooks in React.4. Familiarity with building reusable components and mobile responsive design.5. Knowledge of the RESTful API and experience in interacting with web services from the website.6. A clear understanding of managing global and local states and experience in writing code in a scalable, modular, and readable way.7. Well-versed in at least one tool/front-end design framework like Material UI, Tailwind CSS, etc. to speed up the development.8. Understanding of the Agile development life-cycle.9. Ability to write readable code and create extensive documentation for existing code.10. Proficient in using version control and continuous integration with tools such as Bitbucket.Job offer: On successful conversion to a permanent employee, the candidate can expect a salary of Rs. 600000 to 900000 /year2WebsiteWe are empowering retail investors by giving them access to high-quality equity research with help of cutting-edge artificial intelligence technologies.",1,13,0.6153846153846154,1,1,6,1,1,1,,1
1050,"
                                NEXT.Js Development                            ",Ayurveda House Private Limited,Delhi,"₹ 15,000-20,000 /month","We are excited to announce an internship opportunity for a Next.JS Developer at Ayurveda House Private Limited! As a Next.JS Developer intern, you will have the chance to work on cutting-edge projects and contribute to the growth of our company.  Selected intern's day-to-day responsibilities include:  1. Develop and maintain Next.JS applications for our online platforms 2. Collaborate with the design and backend teams to implement user-friendly interfaces 3. Optimize applications for maximum speed and scalability 4. Troubleshoot and debug issues to ensure smooth functionality 5. Stay up-to-date with the latest trends and technologies in Next.JS development 6. Work on continuous improvement of the overall user experience 7. Assist in the planning and execution of new features and enhancements to our platforms  If you are a Next.JS enthusiast with a passion for creating innovative solutions, we want to hear from you! Join us at Ayurveda House Private Limited and take your development skills to the next level. Apply now and be part of a dynamic team dedicated to promoting holistic wellness through technology.Only those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 18th Mar'24 and 22nd Apr'243. are available for duration of 3 months4. have relevant skills and interests5WebsiteExperience the power of ancient Ayurveda with 100% genuine Ayurvedic health and personal care products from Ayuvya! Our philosophy is to promote the richness of Ayurveda tradition and bring it to the modern world by providing quality products to mankind. To get one-stop access for all your Ayurvedic health and beauty needs, you can check out our Ayuvya app.",1,443,0.0135440180586907,1,1,3,1,1,0,,0
1051,"
                                Software Documentation For Internal And External Customers                            ",PlanCover,Gurgaon,"₹ 15,000 /month","Selected intern's day-to-day responsibilities include:  1. Create comprehensive and clear documentation for our proprietary software, including but not limited to user manuals, installation guides, API documentation, and system operation manuals 2. Work closely with the software development team to understand the software's 3. architecture, features, and unique logic to accurately document all aspects of the software 4. Develop internal documentation that captures the proprietary logic and algorithms used in the software, ensuring these documents are accessible only to authorized personnel 5. Update and maintain the documentation repository, ensuring all documents are current and reflect the latest software versions and features 6. Collaborate with product managers, developers, and quality assurance teams to ensure documentation meets the needs of all stakeholders 7. Assist in the development of training materials and provide documentation support for end-user training 8. Implement documentation standards, practices, and tools to ensure consistency and quality across all documentation effortsOnly those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 18th Mar'24 and 22nd Apr'243. are available for duration of 6 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.1. Experience in documenting proprietary software and understanding of intellectual property considerations2. Knowledge of programming languages (e.g., PHP, MySQL, Laravel) and experience with code documentation3. Familiarity with Agile development methodologies5WebsitePlan Cover is an online platform helping small businesses compare and buy (offline) the best insurance products for their businesses. We design and implement convenient and affordable business insurance solutions for small and medium businesses. We have provided our expertise to businesses across industries ranging from technology, startups, consulting, and professional businesses. Our diverse and strong team is passionate about making the lives of small business owners easier.",1,79,0.0,1,1,6,1,1,0,,0
1052,"
                                Python Development                            ",Corpitsoft,"Andhra Pradesh, Hyderabad","₹ 5,000 /month","We are seeking a talented Python/java/dotnet Development intern to join our dynamic team at Corpitsoft. If you have a passion for coding and are proficient in Python, Django, .NET, Java, HTML, and CSS, then this opportunity is perfect for you!  Selected intern's day-to-day responsibilities include:  1. Collaborate with the development team to design, develop, and implement Python-based applications 2. Participate in code reviews and provide feedback on code quality and best practices 3. Assist in troubleshooting and resolving technical issues in existing applications 4. Contribute to the development of new features and enhancements 5. Work closely with project managers to meet project deadlines and deliverables 6. Stay up-to-date with the latest technology trends and best practices in Python development 7. Take initiative in learning and developing new skills to enhance your overall proficiency in Python development  After completion of the internship, we will provide the placements with our clients.  Join us at Corpitsoft and gain valuable hands-on experience in a fast-paced and innovative environment!Only those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 18th Mar'24 and 22nd Apr'243. are available for duration of 3 months4.  are from or open to relocate to Hyderabad, Andhra Pradesh and neighboring cities5. have relevant skills and interests1. candidates from CSE/IT/ECE/EEE branches in engineering2. 2024 passed candidates only3. candidates from AP & Telangana states only can apply4. This is WFH requirement10WebsiteCorpitsoft is an IT consultancy firm that takes pride in solving your toughest challenges. Our team of experienced consultants is dedicated to delivering it to professionals.",1,2,0.0,1,1,7,1,1,0,,0
1053,"
                                Mathematics Quality Reviewing                            ",LearnAsYouGo Private Limited,Work from home,"₹ 5,000-8,000 /month","Selected intern's day-to-day responsibilities include:  1.  Review and assess solutions provided for problems in Statistics, Calculus, and Linear Algebra 2.  Identify inaccuracies, inconsistencies, or deficiencies in the solutions 3.  Suggest corrections and improvements to ensure accuracy, clarity, and adherence to guidelines 4.  Utilize knowledge of Google Docs, Equation Editor, and LaTeX to review solutions effectively 5.  Provide detailed feedback to solution providers to facilitate their improvement 6. Collaborate with solution providers and team members to maintain consistency and quality standards 7.  Ensure solutions meet the educational objectives and requirements specified  Requirements:  1.    Bachelor's degree or higher in Mathematics or a related field 2.    Proficiency in Statistics, Calculus, and Linear Algebra 3.    Experience in evaluating academic content or providing quality control preferred 4.    Familiarity with Google Docs, Equation Editor, and LaTeX 5.  Excellent analytical and problem-solving skills 6.    Strong attention to detail and accuracy 7.    Ability to communicate feedback effectively and constructively 8.    Capacity to work independently and within a team environment 9.    Flexibility to adapt to changing priorities and deadlinesOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 18th Mar'24 and 22nd Apr'243. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.20We are an end-to-end learning solutions company specializing in K12 education and content development/creation.",1,243,2.3868312757201644,1,1,1,1,1,1,,1
1054,"
                                Junior Cloud Engineering (Microsoft Azure/AWS)                            ",Softsensor.ai,Work from home,"₹ 10,000-15,000 /month","Selected intern's day-to-day responsibilities include:  1. Assist in designing and implementing cloud-based solutions using Microsoft Azure and AWS 2. Collaborate with cross-functional teams to gather requirements and define project objectives 3. Deploy, configure, and manage cloud infrastructure and services 4. Monitor system performance and security, implementing necessary optimizations and enhancements 5. Troubleshoot and resolve technical issues related to cloud infrastructure and services 6. Stay up-to-date with the latest trends and best practices in cloud computing  Requirements:  1. Bachelor's degree in Computer Science, Engineering, or related field 2. Strong understanding of cloud computing principles and architectures 3. Familiarity with Microsoft Azure and/or AWS services, such as computing, Storage, Networking, and Security 4. Proficiency in at least one programming/scripting language (e.g., Python, PowerShell, Bash) 5. Excellent problem-solving skills and attention to detail 6. Strong communication and teamwork skills 7. Ability to quickly learn new technologies and adapt to changing requirements 8. Relevant certifications (e.g., Microsoft Certified: Azure Administrator Associate, AWS Certified Solutions Architect Associate) 9. Experience with containerization technologies (e.g., Docker, Kubernetes) 10. Knowledge of infrastructure-as-code tools (e.g., Terraform, Ansible) 11. Understanding of DevOps principles and practicesOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 18th Mar'24 and 22nd Apr'243. are available for duration of 6 months4. have relevant skills and interests4WebsiteSoftsensor.ai is the USA and India-based corporation focused on delivering outcomes to clients using data. Our expertise lies in a collection of people, methods, and accelerators to rapidly deploy solutions for our clients. Our principals have significant experience with global leading consulting firms & corporations and delivered large-scale solutions. We are focused on data science and analytics for improving the process and organizational performance. We are working on cutting-edge data science technologies like NLP, CNN, and RNN and applying them in the business context.",1,167,0.2335329341317365,1,1,11,1,1,1,,1
1055,"
                                Ethical Hacker                            ",CyberXchange Private Limited,Work from home,"₹ 1,000 /month",Selected intern's day-to-day responsibilities include:  1. Working on vulnerability assessment and penetration testing of systems with the intent to proactively identify vulnerabilities and suggest solutions 2. Designing tools/software/processes for time and cost-efficient ethical hacking  Note:  1. We will be extending full-time offers based on performance during the internship 2. Only those candidates who can join full-time immediately after the internship are eligible 3. Only those candidates who have passed out and are not planning for any Master's or higher studies are eligible 4. Only candidates who are in their final semester and awaiting their results are eligibleOnly those candidates can apply who:1. are available for the work from home job/internship2. can start the work from home job/internship between 18th Mar'24 and 22nd Apr'243. are available for duration of 2 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.20CyberXchange is a startup registered cybersecurity company that promises to offer accessible cyber security services and simultaneously helps to develop cyber security skills amongst young professionals and students.,1,15,0.7333333333333333,1,1,5,1,1,1,,1
1056,"
                                Network Engineering                            ",Connectivity IT Solutions Private Limited,Bangalore,"₹ 10,000-15,000 /month","Selected intern's day-to-day responsibilities include:  1. Design, implement, and maintain network infrastructure to ensure smooth operation and connectivity 2. Troubleshoot and resolve network issues promptly 3. Collaborate with cross-functional teams to optimize network performance and securityOnly those candidates can apply who:1. are available for full time (in-office) internship2. can start the internship between 15th Mar'24 and 19th Apr'243. are available for duration of 6 months4.  are from or open to relocate to Bangalore5. have relevant skills and interests4WebsiteSince 2003, we are inspiring the transformation of our client businesses with intelligent and sustainable IT solutions. Our consultative approach enables businesses to adapt to future technologies, helping them achieve what matters in their pursuit and do more with less. Our organization enjoys the confidence of 647 clients across 33 countries globally.",1,1,0.0,1,1,0,0,1,0,,0
