job_title,company_name,location,salary,description,company_description,hired_to_posted_ratio,has_company_logo,job_description_length,Important_Word_Count,important_words,currency_in_title,authentic,htp_ratio,result
WordPress Developer,GSA TechWorld Pvt. Ltd.,Bangalore,Competitive salary,"Experience         :   6 months-1 year Interview mode :  1st -Task round[Virtual] 2nd-Technical Round[Face to face if candidate is from Bangalore] Final Round: HR Discussion Mode of work   :  Work from office only Location             :   Bangalore Kumarswamy Layout Job Types           :   Full-time, Permanent   Mandatory Skills Required: 1.We are looking for candidates with skills exp in WordPress atleast 6months to 1 year. 2.Front end and Backend development skills exp. 3.Own Designing skills by using UI skills. 4.SEO domain Knowledge. 5.English Proficiency should be very excellent. 6. HTML/CSS Exp mandatory.    Job Description: 1.WordPress 06 mnths-1 year relevant experience is needed 2.Proficient understanding of web markup, including HTML5, CSS3, Themes, 3.Plugins & WordPress Updates. Basic understanding of deploying 4.WordPress website on Web & setting a up a Database. 5.Develop new user-facing features 6.Build beatific websites on WordPress be it a Static or Dynamic with wide knowledge of Plugins & themes. 7.Ensure the technical feasibility of UI/UX designs & Mobile Responsiveness. 8.Optimize Website for maximum speed and scalability 9.Assure that all user input is validated before submitting to back-end 10.Collaborate with other team members and stakeholders.  Laptop is not provided from companys end so make sure candidates are having their own laptop and if they are hired they should be comfortable to bring their own laptop for working in office.1. Candidates with minimum 1 years of experience.Annual CTC: Competitive salaryInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,5,1,1,0,0,
PHP Developer,Hoopoe Infoedge Pvt Ltd,Chennai,"₹ 2,00,000 - 3,00,000","We Are Hiring for PHP Codeigniter!! Role - PHP Developer Salary - 2-3LPA Experience - 1 year exp in PHP Codeigniter Qualification - Any degree Location- Amjikarai, Chennai Shift- 10:30AM to 6:30PM, Monday to Saturday Immediate joiners and Upto 1 Week only !!! JD: strong analytical and logical skills,ability to work as an individual contributor Strong knowledge on corePHP,including object oriented programming and design patterns. working Knowledge on any one of frameworks: 1. CodeIgniter Project Experience 2. JavaScript/ 3. HTML,CSS,Bootstrap 4. AJAX Comfortable with building restful APls Strong knowledge on building applications Strong knowledge of including abilityto write DDL/DMLs and understand execution plan. Familiar with agile development model. Good communication skills in verbal and written Understands the software development life-cycle process and a good team player INTERESTED CANDIDATES CAN CONTACT: HR - 6380723976 or hr5@hoopoeinfoedge.comAnnual CTC: ₹ 2,00,000 - 3,00,000 /yearInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,7,1,1,0,0,
,,,,,0,0,0,0,0,0,1,0,0,
PHP Developer,V3Cube,Ahmedabad,Competitive salary,"Join Our Team as a PHP Developer!  Are you a coding wizard with a passion for crafting exceptional web solutions? Do you have an insatiable appetite for Core PHP development? If so, we want YOU to be part of our dynamic team at V3Cube Technologies!  Job Title: PHP Developer Location: Prahladnagar, Ahmedabad  Required Skills: Core PHP Expertise Strong Problem-Solving Skills Creativity and Innovation  How to Apply: If you're ready to embark on this exciting PHP adventure with us, send your resume to  hr@v3cube.com or WhatsApp us at  +91 8866337712. Don't miss this opportunity to shape the future of web development!  Join us in building the digital world of tomorrow, one PHP code at a time. Apply now!1. Candidates with minimum 1 years of experience.Annual CTC: Competitive salaryInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,8,1,1,0,0,
Python Developer,Web,Bangalore,"₹ 4,80,000 - 9,60,000","Company Overview  Web LLP focuses on IT-based services and Digital marketing. Our aim is to provide clients with unique strategies and development. We transform your unique thought into a real-world product. Clients: We treat our clients as partners and work with them from the beginning of their ideas until the execution of the project and even more. Our solutions are adapted to unique company requirements, allowing our clients to grow their business smarter, serve their customers in a better way, and develop more quickly. We've completed many projects for various enterprises and startups all over the world with great success.  Job Overview  Mid-Level: 4 to 6 years years of experience | Full-Time | Bangalore, Karnataka, India  Qualifications and Skills  Bachelor's degree in Computer Science or a related field (IT )   Roles and Responsibilities  4 to 6 years of proven experience as a Python Developer Strong knowledge of Python programming language and its frameworks Experience with web development using HTML, CSS, and JavaScript Knowledge of SQL and database systems Understanding of software development principles and best practices Ability to work in a team and independently Excellent problem-solving and analytical skills Good communication and interpersonal skills Design and implement software solutions using Python programming language Develop and maintain scalable web applications using modern frameworks Collaborate with cross-functional teams to gather and analyze system requirements Write clean, maintainable, and efficient code Troubleshoot and debug applications to ensure functionality and performance Optimize applications for maximum speed and scalability Stay updated with the latest industry trends and technologies Contribute to the continuous improvement of development processes1. Candidates with minimum 4 years of experience.Annual CTC: ₹ 4,80,000 - 9,60,000 /yearInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,12,1,1,0,0,
Full Stack Developer,Avology Technologies Pvt. Ltd.,Mohali,"₹ 4,80,000 - 6,00,000","Profile - Full stack developer (Backend )  Skills - Core PHP, Frameworks , HTML , CSS , WordPress , Shopify , MySQL .  Experience - 4-6yr Location - Mohali , Phase 8B  Work from office ,  Interested candidates share cv at: hr@avologypro.com   Thanks & Regards, HR Avology Technologies1. Candidates with minimum 4 years of experience.Annual CTC: ₹ 4,80,000 - 6,00,000 /yearInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,3,1,1,0,0,
Python Developer,Tenovia,Bangalore,"₹ 5,00,000 - 10,00,000","1 . Hands-on Python programing, using Multiple File formats. 2 . Pandas and Numpy libraries use for data transformation. 3. Ability to perform Modification of existing tools. 4 . Hands on experience in Web scraping and Automation script creation. 5 . Good Communication skill  Requirements: 1 . Degree in Computer science or relevant field with 2 to 4 Years of hands-on experience,  Mandatory Skills Python (Programming Language),Python Numpy,Pandas (Software),Communication.1. Candidates with minimum 1 years of experience.Annual CTC: ₹ 5,00,000 - 10,00,000 /yearInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,4,1,1,0,0,
Senior PHP Developer,Tranetech Software Solutions,Kozhikode,"₹ 4,50,000 - 8,50,000","We are looking to hire a talented Core PHP Developer to manage our back-end services and ensure a seamless interchange of data between the server and our users. As a Core PHP developer, you will be responsible for developing and coding all server-side logic. You will also be required to maintain the central database and respond to requests from front-end developers. As a Core PHP developer, you should have in-depth knowledge of object-oriented PHP programming, understanding of MVC designs, and working knowledge of front-end technologies including HTML5, JavaScript, and jQuery Responsibilities: Conducting analysis of website and application requirements. Writing back-end code and building efficient PHP modules. Developing back-end portals with an optimized database. Troubleshooting application and code issues. Integrating data storage solutions. Responding to integration requests from front-end developers. Finalizing back-end features and testing web applications. Updating and altering application features to enhance performance. Requirements: Bachelors degree in computer science or a similar field. Knowledge of PHP web frameworks like Laravel etc Knowledge of front-end technologies including CSS3, JavaScript, and Jquery Understanding of object-oriented PHP programming. Previous experience creating scalable applications. Proficient with code versioning tools including Git, Mercurial, CVS, and SVN. Familiarity with SQL/NoSQL databases. Ability to project manage. Good problem-solving skills. Job Types: Full-time, Regular / Permanent Salary: 450,000.00 - 950,000.00 per year Benefits: Internet reimbursement Paid sick time Schedule: Fixed shift Monday to Friday Supplemental pay types: Performance bonus Quarterly bonus Yearly bonus Ability to commute/relocate: Kozhikode, Kerala: Reliably commute or planning to relocate before starting work (Required) Education: Bachelor's (Preferred) Experience: JavaScript: 2 years (Preferred) software development: 3 years (Required) Core PHP: 2 years (Required)1. Candidates with minimum 4 years of experience.Annual CTC: ₹ 4,50,000 - 8,50,000 /yearInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,13,1,1,0,0,
Java Developer,Dattamza,Hyderabad,Competitive salary,Java Developer  Location: Hyderabad  Jd : Java Developer   Job type: Full time  Experience: 3+ years  Skills:  Need 5+ years of java developer experience with angular for hyderabad location      If anyone interested please share your updated resume to mail ID contactus@dattamza.org Java Angular experience is must1. Candidates with minimum 4 years of experience.Annual CTC: Competitive salaryInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.,0,0,1,1,6,1,1,0,0,
Java Developer,Aces Global Consulting Pvt Ltd,Gurgaon,"₹ 12,00,000 - 18,00,000","Classification: All - Finance / Accounts / Investment Banking  Skills Required: Apache Tomcat Application Server,Bootstrap,Google Cloud Platform (GCP),Hibernate,HTML,Java,Java Database Connectivity (JDBC),jQuery,REST,Spring,SQL,WebAPI  Job Description Location- Gurgaon (WFO) Experience- 3-5 Years Relevant experience- 3 years is needed Budget- 12-18 LPA Notice period- Immediate-15 days Skills needed- Java 1.7 and higher, Spring MVC, JDBC Templates, Hibernate, Rest API, 3rd Party API Integration, BootStrap, HTML, JQuery, SQL, Apache Tomcat, Google Cloud API. Interview process- F2F only Job role: - Design, implement and maintain Java-based applications that can be high-volume and low-latency. - Define application objectives and functionality. - Ensuring continuous professional self-development. - Works on all stages of the software development life cycle (SDLC).1. Candidates with minimum 4 years of experience.Annual CTC: ₹ 12,00,000 - 18,00,000 /yearInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,8,1,1,0,0,
PHP Developer,Aces Global Consulting Pvt Ltd,Mumbai,"₹ 3,00,000 - 5,40,000","Classification: All - Finance / Accounts / Investment Banking  Skills Required: HTML,Cascading Style Sheets (CSS),PHP,Amazon Web Services (AWS),MySQL,jQuery,Laravel Web Framework  Job Description Location- Mumbai (WFO) Experience- 2-4 Years Relevant experience- 2 years is needed Budget- 3-5.40 LPA (will vary based on experience) Working days- 6 days working Skills needed- PHP, Laravel, HTML, CSS, AWS, JQuery, MYSQL Interview process- F2F only Notice period- Immediate-30 days (max) Responsibilities for PHP Developer: - Work closely with the CEO in completing projects. - Troubleshoot and fix any issues relating to PHP programs - Proven experience as a Core PHP and MySQL. - Strong knowledge of PHP 5.x and 7.x coding and web-based applications - Needs to know intermediate level of HTML, CSS, JQuery, AWS, nginx, linux, excel and JSON datatype in MySQL - Able to follow clear instructions according to client demands - Strong analytical and problem-solving skills - Creative ability to produce effective solutions to client problems - Good team player that is enthusiastic about delivering result. - Ensure smooth operations of web processes and infrastructure - Create scripts to facilitate client systems to meet performance and objectives - Test and develop software for client applications - Create documentation for software created - Utilise source debuggers and write or modify client software - Produce results effectively and within the deadlines set.  CONTACT-7439451353 SEND RESUME TO EMAILID- nidhiacesglobal@gmail.com1. Candidates with minimum 1 years of experience.Annual CTC: ₹ 3,00,000 - 5,40,000 /yearInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,10,1,1,0,0,
Python Developer,VOCO Technologies,Hyderabad,"₹ 5,00,000 - 11,00,000","Job Overview  We are seeking a talented Python Developer to join our team at VOCO Technologies. As a Python Developer, you will be responsible for developing high-quality software products using Python and related technologies. This is a mid-level position requiring 4 to 6 years of experience. The job is full-time and based in Hyderabad, Telangana, India. Join us and be a part of our innovative and passionate team.  Qualifications and Skills  Bachelor's or Master's degree in Computer Science, Engineering, or a related field. 4 to 6 years of experience in Python development, REST API. Strong knowledge of Python and related frameworks and libraries such as Django, Flask, or Pyramid. Experience with database systems such as MySQL, PostgreSQL, or MongoDB. Familiarity with front-end technologies such as HTML, CSS, and JavaScript. Good understanding of software development principles and best practices. Excellent problem-solving and analytical skills. Strong communication and collaboration skills. Ability to work effectively in a fast-paced and dynamic environment. Experience with version control systems such as Git. Knowledge of agile development methodologies is a plus.  Roles and Responsibilities  Design, develop, and maintain high-quality software applications using Python. Collaborate with cross-functional teams to define, design, and ship new features. Write clean, maintainable, and efficient code. Troubleshoot and debug issues in the software applications. Stay up-to-date with new technologies and industry trends. Participate in code reviews to ensure code quality and best practices. Work closely with project managers and stakeholders to meet project deadlines and deliver high-quality solutions. Contribute to the continuous improvement of software development processes and methodologies.1. Candidates with minimum 4 years of experience.Annual CTC: ₹ 5,00,000 - 11,00,000 /yearInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,11,1,1,0,0,
Java Developer,Colan Infotech Private Limited,Chennai,"₹ 3,00,000 - 15,00,000","Job description  The ideal candidate for this Job should have good experience in Java with more than 3 to 8 Years of Experience.  Job Description:- Should have good experience in Core Java Experience in Springboot, Hibernate and microservices Experience in security with Authentication. Web services and API integration experiences Experience Java Standalone Application development Quick debugging and problem solving skill1. Candidates with minimum 4 years of experience.Annual CTC: ₹ 3,00,000 - 15,00,000 /yearInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,8,1,1,0,0,
Web Developer,Egniol Services Private Limited,Ahmedabad,"₹ 4,20,000 - 7,80,000","Web Developer  Role Responsibilities:  Meet with clients to discuss website design and functionality requirements. Design and build the front-end of websites, ensuring a visually appealing and user-friendly experience. Create website architecture, including back-end development with database and server integration. Generate themes and plugins as needed for web projects. Conduct website performance tests and troubleshoot content issues. Provide WordPress training to clients for effective website management. Monitor the ongoing performance of live websites.  Qualifications and Requirements:  Bachelors degree in computer science or a related field. Proven work experience as a Web Developer. Proficiency in front-end technologies: CSS3, JavaScript, HTML5, and jQuery (WordPress). Familiarity with code versioning tools: Git, Mercurial, and SVN. Experience with debugging tools such as Chrome Inspector and Firebug. Strong understanding of website architecture and aesthetics. Project management skills with the ability to effectively handle multiple projects. Good communication skills.Annual CTC: ₹ 4,20,000 - 7,80,000 /yearInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,6,1,1,0,0,
WordPress Developer,FuelBuddy,Gurgaon,"₹ 5,00,000 - 6,00,000","Company Overview  FuelBuddy is India's first and largest doorstep fuel delivery service, revolutionizing the way fuel is delivered to customers. We are committed to ensuring safety, control, and convenience with every order, and we strive to democratize and digitalize energy delivery for our customers. With constant upgradation and the use of advanced technology, we provide a fully automated and ready-to-use structure for fuel needs. Our goal is to fuel your dreams on the go!  Job Overview  We are seeking a skilled Wordpress Developer with 4 to 6 years of experience to join our team at FuelBuddy. As a Wordpress Developer, you will be responsible for designing, coding, and modifying websites, from layout to function, according to our company's specifications. You will also be responsible for creating visually appealing and user-friendly websites that consistently meet the company's brand guidelines. This is a full-time position based in Gurgaon, Haryana, India.  Qualifications and Skills  Proven experience as a Wordpress Developer with 4 to 6 years of experience. Strong proficiency in Wordpress, PHP, HTML, CSS, and JavaScript. Experience with theme and plugin development and customization. Knowledge of website optimization techniques to improve performance and speed. Good understanding of responsive design and mobile-first approach. Excellent problem-solving and debugging skills. Strong attention to detail and the ability to meet deadlines. Effective communication and collaboration skills.  Roles and Responsibilities  Designing and implementing new features and functionalities on Wordpress websites. Customizing and modifying themes and plugins to enhance the user experience. Performing website maintenance and updates. Optimizing website performance and speed. Troubleshooting and resolving issues related to Wordpress websites. Collaborating with cross-functional teams to ensure website and content consistency. Staying up-to-date with the latest industry trends and technologies.1. Candidates with minimum 4 years of experience.Annual CTC: ₹ 5,00,000 - 6,00,000 /yearInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,2,1,1,0,0,
WordPress Developer,RankBloc Services,Noida,"₹ 3,00,000 - 4,00,000","Company Overview  RankBloc Services is a leading digital marketing agency dedicated to helping businesses elevate their online presence. With a team of highly skilled professionals, we combine creativity, technology, and data-driven strategies to drive results and achieve digital excellence. As we grow, we are looking for passionate individuals to join us on this exciting journey.  Job Overview  We are seeking a WordPress Developer to join our dynamic team at RankBloc Services. As a WordPress Developer, you will be responsible for creating and maintaining WordPress websites for our clients. This is a full-time position based in Noida, Uttar Pradesh, India, and requires 1 to 3 years of experience in WordPress development.  Qualifications and Skills  1 to 3 years of experience in WordPress development Strong knowledge of HTML, CSS, JavaScript, and PHP Experience with WordPress themes and plugins customization Familiarity with responsive design and mobile-first development Understanding of SEO best practices Excellent problem-solving skills and attention to detail Ability to work both independently and in a team environment  Roles and Responsibilities  Develop and maintain WordPress websites for clients, ensuring their functionality and performance Design and implement new features and functionalities on existing WordPress sites Collaborate with cross-functional teams to gather and refine website requirements Ensure the security and integrity of WordPress websites by implementing best practices Optimize websites for speed and performance Troubleshoot and resolve website issues and bugs Stay up-to-date with the latest trends and technologies in WordPress development1. Candidates with minimum 1 years of experience.Annual CTC: ₹ 3,00,000 - 4,00,000 /yearInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,4,1,1,0,0,
Ruby On Rails Developer,Colan Infotech Private Limited,Chennai,Competitive salary,"Greetings from Colan Infotech!!   Designation - Ruby on Rails Developer Experience - 4+ Years Salary - As per market standard Job Location - Chennai Notice Period - Immediate to 30 Days  Job Description 3+ years experience with Ruby on Rails Good understanding of the syntax of Ruby and its nuances Working experience with Solid design pattern Solid understanding of object-oriented programming Working experience with Acuity Scheduler, Athena APIs integration, Light Beam, Sendbird, Sendgrid, Sidekiq Maintaining and troubleshooting existing web applications. Good experience with Postgres SQL & MySQL databases Strong ability of writing great simple clean efficient code Familiarity with MVC, Mocking, RESTful, and ORM. Profound experience with front-end technologies such as JavaScript HTML CSS and JQuery Able to implement automated testing platforms and unit test Should have experience in health care industry  Interested candidates send your updated resume to kumudha.r@colanonline.com1. Candidates with minimum 4 years of experience.Annual CTC: Competitive salaryInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,11,1,1,0,0,
Senior PHP Developer,Webbitech,Coimbatore,"₹ 3,00,000 - 4,20,000","Company Overview  Webbitech is an international award-winning Web Development Company based in Coimbatore, Tamil Nadu, India. With a team of talented web developers, we specialize in delivering quality web development services using the latest technologies. As one of the top Web Development companies in India, we have a strong focus on web designing and offer a wide range of services including graphic design, web development, digital marketing, and mobile app development.  Job Overview  We are seeking a highly skilled Senior PHP Developer with 4 to 6 years of experience to join our dynamic team at Webbitech. As a Senior PHP Developer, you will be responsible for developing and maintaining high-quality web applications using PHP frameworks. The ideal candidate has a strong understanding of software design principles, optimization techniques, and experience working with databases. This is a full-time position based in Coimbatore, Tamil Nadu, India.  Qualifications and Skills  4 to 6 years of experience in PHP development Strong knowledge of software design principles and coding practices Experience with relational databases and SQL Proficiency in PHP frameworks such as Laravel, CodeIgniter, or Yii Understanding of front-end technologies such as HTML, CSS, and JavaScript Ability to optimize applications for maximum speed and scalability Excellent problem-solving and debugging skills Good communication and teamwork abilities  Roles and Responsibilities  Develop and maintain web applications using PHP frameworks Design, optimize, and implement database schemas Collaborate with cross-functional teams to deliver high-quality software solutions Write clean, efficient, and reliable code Perform code reviews and provide feedback to junior developers Troubleshoot and debug issues to ensure optimal performance and reliability Stay up-to-date with the latest web development trends and technologies1. Candidates with minimum 4 years of experience.Annual CTC: ₹ 3,00,000 - 4,20,000 /yearInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,24,1,1,0,0,
Java Developer,HiringGo,Gurgaon,"₹ 10,00,000 - 11,00,000","Company Overview  HiringGo is a trusted recruiting agency that specializes in providing top talent for startups and enterprise-level organizations. Our mission is to help our clients find the right candidates by leveraging our extensive network and expertise in talent acquisition. With cutting-edge recruitment tools and strategies, we excel in meeting unique staffing requirements, including tech-based and short-term placements. With a team of dedicated professionals and a strong focus on client satisfaction, HiringGo continues to be a leading player in the IT consulting industry.  Job Overview  We are seeking a highly skilled Java Developer with 7 to 10 years of experience to join our team at HiringGo. As a Java Developer, you will be responsible for developing and maintaining high-quality software applications using Java and related technologies. This is a full-time position based in Gurgaon, Haryana, India. Salary range: Competitive.  Qualifications and Skills  7 to 10 years of experience as a Java Developer Strong proficiency in Java and related technologies Experience with SQL and database systems Familiarity with C++ and Perl is a plus Knowledge of Spring Boot framework Experience with Sybase or similar database management systems Excellent problem-solving and analytical skills Good communication and teamwork abilities Ability to work independently and handle multiple tasks efficiently  Roles and Responsibilities  Design and develop high-quality software applications using Java and related technologies Collaborate with cross-functional teams to gather and analyze requirements Write clean, efficient, and maintainable code Debug and resolve software defects and issues Conduct code reviews and provide constructive feedback Participate in the full software development lifecycle, including planning, designing, coding, testing, and deployment Ensure compliance with coding standards and best practices Contribute to continuous improvement initiatives and innovation efforts1. Candidates with minimum 7 years of experience.Annual CTC: ₹ 10,00,000 - 11,00,000 /yearInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,13,1,1,0,0,
Full Stack Developer,IBCScorp,Bangalore,"₹ 2,40,000 - 9,60,000","Company Overview  Internet Business Consulting Services Corporation (iBCScorp) is a web application, programming, and Search Engine Optimization (SEO) company. Our technology consultants help businesses be more successful by leveraging Internet and web-based tools and technologies. Our experienced technology specialists help businesses run smoothly and gain a competitive advantage using modern Internet business tools. We provide the best and the most cost-effective consultancy services possible in a continually evolving digital world to help deliver a professional web presence for your business. iBCScorp has 51-200 employees.  Job Overview  Full Stack Developer - Mid-Level (4 to 6 years) - Bangalore, Karnataka, India - Full-Time  Qualifications and Skills  4 to 6 years of professional software development experience as a Full Stack Developer Strong proficiency in Node.js and React.js AWS services Solid understanding of web development principles and best practices Knowledge of relational and NoSQL databases Familiarity with version control systems (e.g., Git) Excellent problem-solving and troubleshooting skills Ability to work independently and as part of a team Good communication and interpersonal skills  Roles and Responsibilities  Designing and developing full-stack web applications using Node.js and React.js Collaborating with cross-functional teams to define, design, and ship new features Writing clean, maintainable, and efficient code Troubleshooting and debugging issues on both the front-end and back-end Optimizing applications for maximum speed and scalability Implementing security and data protection measures Keeping up to date with emerging web technologies and industry trends Working in an agile development environment1. Candidates with minimum 4 years of experience.Annual CTC: ₹ 2,40,000 - 9,60,000 /yearInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,16,1,1,0,0,
Python Developer,Owebest Technologies Private Limited,Jaipur,Competitive salary,"Company Overview  Owebest Technologies Pvt. Ltd. is a multi-faceted and fast-growing IT company based in India, with its headquarters in Jaipur, Rajasthan. With over 12 years of industry experience, we aim to become a market leader by delivering innovative solutions with exceptional knowledge and quality. Our services include web development, mobile app development, security testing, project management, and more.  Job Overview  We are seeking a skilled Python Developer to join our team at Owebest Technologies Pvt. Ltd. As a Python Developer, you will be responsible for developing and maintaining high-quality software applications using Python programming language. The ideal candidate should have 1 to 3 years of experience in Python development, with a strong understanding of Django and Flask frameworks. This is a full-time position based in Jaipur, Rajasthan, India.  Qualifications and Skills  1 to 3 years of experience in Python development Strong knowledge of Django, Flask or Pyramid frameworks Proficiency in writing clean and efficient code. Familiarity with version control systems (e.g. Git) Understanding of software development lifecycle and agile methodologies Ability to work effectively in a team environment and collaborate with cross-functional teams Excellent problem-solving and analytical skills Good communication and interpersonal skills Bachelor's degree in Computer Science or a related field   Thanks & Regards, Akshima Shrivastava Owebest Technologies Pvt. Ltd.1. Candidates with minimum 1 years of experience.Annual CTC: Competitive salaryInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,15,1,1,0,0,
PHP Developer,TIGI HR Solution Pvt. Ltd.,Ahmedabad,"₹ 3,00,000 - 6,00,000","Job Overview  As a PHP Developer, you will be responsible for developing and maintaining high-quality web applications. This is a full-time position based in Ahmedabad, Gujarat, India. The ideal candidate should have 1 to 3 years of experience in PHP development.  Qualifications and Skills  1 to 3 years of experience in PHP development Strong knowledge of PHP frameworks such as Laravel, CodeIgniter, etc. Experience with CMS platforms like WordPress and Joomla Proficiency in front-end technologies such as HTML, CSS, JavaScript, and jQuery Familiarity with relational databases (MySQL, PostgreSQL) and NoSQL databases (MongoDB) Experience with version control systems (Git) Excellent problem-solving and analytical skills Ability to work independently and collaborate in a team environment Good communication and interpersonal skills  Roles and Responsibilities  Develop, test, and deploy web applications using PHP, Laravel, WordPress, Joomla, CodeIgniter, jQuery, and other relevant technologies Collaborate with cross-functional teams to define, design, and ship new features Troubleshoot, debug, and optimize code to ensure maximum performance and scalability Contribute to architectural decisions and participate in code reviews Stay updated with the latest industry trends and technologies to continuously enhance your skills Work closely with project managers, designers, and other developers to meet project requirements and deadlines Assist in the documentation of project specifications and technical requirements1. Candidates with minimum 1 years of experience.Annual CTC: ₹ 3,00,000 - 6,00,000 /yearInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,8,1,1,0,0,
Web Developer,Satya Satellite IT Solutions,Jaipur,"₹ 2,00,000 - 3,50,000","We are looking for an outstanding Web Developer to be responsible for the coding, innovative design and layout of our website. Web developer responsibilities include building our website from concept all the way to completion from the bottom up. Writing well designed, testable, efficient code by using best software development practices Creating website layout/user interfaces by using standard HTML/CSS practices Integrating data from various back-end services and databases Adequate knowledge of relational database systems, Object Oriented Programming and web application development Hands-on experience with network diagnostics, network analytics tool1. Candidates with minimum 1 years of experience.Annual CTC: ₹ 2,00,000 - 3,50,000 /yearInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,5,1,1,0,0,
WordPress Developer,DriftPoint Technologies,Jaipur,"₹ 2,40,000 - 6,00,000","Roles and Responsibilities: 1. Develop custom WordPress themes from scratch based on design specifications and client requirements. 2. Create and customize WordPress plugins to add new features or enhance existing functionality. 3. Implement performance optimization techniques to ensure fast-loading of websites. 4. Collaborate with cross-functional teams, including designers, other developers, and project managers. 5. Conduct regular site audits to identify and address performance issues. 6. Stay informed about the latest security threats and WordPress updates. Qualifications Proficient in PHP , JavaScript, HTML, and CSS. Experience with popular WordPress plugins and frameworks. Excellent Communication Skills 1+ years of development experience1. Candidates with minimum 1 years of experience.Annual CTC: ₹ 2,40,000 - 6,00,000 /yearInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,3,1,1,0,0,
Java Developer,Kiash Solutions LLP,Chennai,"₹ 12,00,000 - 15,00,000","Considering candidates for our Chennai Location  This is work from office Day 1  Afternoon shift - 12-8PM Location - Chennai  Must have either of the following skills combination.  Option 1 Java, Spring Boot, Microservices, Rest API, Terraform, React JS 5+ yr Option 2 Java, Spring Boot, Microservices, Rest API, React JS 4+ yr Option 3 Java, Spring Boot, Microservices, Rest API, Angular 10 5+ yr Option 4 Java, Spring Boot, Microservices, Rest API, AWS/GCP/PCF 5+ yrs Option 5 Java, Spring Boot, Microservices, Rest API, GCP/ Architect Level 10+yr Option 6 Java, Spring Boot, Microservices, Rest API, Angular 10 4+1. Candidates with minimum 4 years of experience.Annual CTC: ₹ 12,00,000 - 15,00,000 /yearInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,16,1,1,0,0,
Junior Python Developer,Matrixbuz Technologies,Bangalore,"₹ 4,00,000 - 5,00,000","Company Overview  At Matrixbuz Technologies, we are passionate about using technology to solve business problems. Whether you need an enterprise software solution, a custom web application, a digital marketing campaign, an eCommerce platform, or a game development project, our team of experts is here to help you. We pride ourselves on delivering high-quality work on time and on budget. Let us help you take your business to the next level.  Job Overview  We are looking for a passionate and talented Junior Python Developer to join our team at Matrixbuz Technologies. As a Junior Python Developer, you will be responsible for developing high-quality software solutions using Python, Django, and other related technologies. This is a full-time position based in Bangalore, Karnataka, India.  Qualifications and Skills  Strong knowledge of Python and Django Familiarity with front-end technologies such as HTML, CSS, and JavaScript Good understanding of software development principles and best practices Ability to work collaboratively in a team environment Excellent problem-solving and troubleshooting skills Strong communication and interpersonal skills Attention to detail and a commitment to delivering high-quality work Self-motivated with a strong drive to learn and grow  Roles and Responsibilities  Develop and maintain software applications using Python and Django Participate in the entire software development lifecycle, from concept and design to testing and deployment Collaborate with cross-functional teams to define, design, and ship new features Troubleshoot and debug issues in existing software applications Write clean, efficient, and scalable code Stay up-to-date with emerging technologies and industry trends Contribute to the continuous improvement of our development processesAnnual CTC: ₹ 4,00,000 - 5,00,000 /yearInformation above is Internshala's interpretation and paraphrasing of what we found on the shared link.",0,0,1,1,14,1,1,0,0,
